,ID,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_0,Education_1,Education_2,Education_3,Education_4,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3,Marital_Status_4,Marital_Status_5,Marital_Status_6,Marital_Status_7
195,7224,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
196,6999,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
197,9938,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
198,6422,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
199,3182,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
200,7300,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
201,10424,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
202,8727,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
203,2798,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
204,1030,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
205,624,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
206,5176,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
207,5552,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
208,868,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
209,380,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
210,2677,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
211,6521,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
212,6927,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
213,2877,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
214,0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
215,1584,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
216,7264,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
217,6274,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
218,1377,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
219,454,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
220,1755,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
221,2075,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
222,4785,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
223,9076,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
224,7079,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
225,4653,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
226,7375,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
227,709,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
228,460,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
229,3726,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
230,6798,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
231,5341,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
232,1606,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
233,9617,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
234,3233,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
235,89,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
236,2936,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
237,9449,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
238,7297,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
239,11004,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
240,313,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
241,9940,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
242,10735,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
243,9529,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
244,6439,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245,7411,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
246,2176,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
247,9265,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,8867,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249,8932,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
250,10236,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
251,6340,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
252,10089,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
253,2227,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
254,10992,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
255,5304,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
256,309,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
257,3406,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258,2661,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
259,3153,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
260,10264,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
261,1184,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
262,4200,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
263,9396,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
264,2387,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
265,6690,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
266,1225,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
267,9703,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
268,291,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,4557,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
270,2379,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
271,5726,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
272,3066,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273,6336,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
274,10967,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
275,2304,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276,3445,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
277,7828,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
278,3762,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
279,4391,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
280,4669,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
281,10144,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
282,8652,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
283,1672,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
284,8962,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
285,9974,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
286,10983,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
287,8148,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
288,10102,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
289,4697,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
290,9262,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
291,7254,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
292,4543,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
293,4927,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
294,10451,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
295,2926,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
296,2874,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
297,9738,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
298,7119,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
299,3924,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
300,5827,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
301,5596,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
302,10812,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
303,1717,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
304,9491,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
305,9274,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
306,6609,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
307,6963,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
308,4440,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
309,1379,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
310,10032,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
311,2826,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313,6320,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
314,3050,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
315,231,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
316,2392,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
317,9478,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
318,113,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
320,1802,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
321,520,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
322,8275,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
323,9750,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
324,2607,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
325,7214,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
326,5835,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
327,3896,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
328,10350,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
329,7786,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
330,2861,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
331,663,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
332,10675,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
333,2521,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
334,9592,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
335,10151,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
336,7381,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
337,4099,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
338,9560,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
339,1150,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
340,10172,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
341,11191,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
342,9707,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
343,6245,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
344,8234,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
345,1411,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
346,8553,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
347,1826,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
348,8842,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
349,11030,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
350,2579,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
351,175,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
352,9185,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
353,11056,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
354,9365,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
355,6201,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
356,2061,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
357,6184,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
358,6142,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
359,4107,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
360,7274,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
361,9336,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
362,2958,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
363,933,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
364,5837,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
365,10704,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
366,5125,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
367,4432,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
368,5955,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
369,2928,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
370,5680,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
371,10313,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
372,2557,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
373,1245,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
374,1519,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
375,10703,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
376,1726,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
377,4459,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
378,1729,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
379,1517,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
380,2098,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
381,9543,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
382,6878,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
383,3310,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
384,2724,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
